"id","volume","pubid","name","floruit","sex","notbefore","notafter","status","placecode","region","settlement","district","lat","long"
"V5b-32382","5b","14","Ἰούδας","byz.","1","311","999","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
"V5b-32547","5b","4","Ἰωσῆς","ii AD","1","100","200","Jew","LGPN_52084","Cilicia Tracheia","Selinous-Traianopolis","","0","0"
"V5b-33209","5b","20","Ματρώνα","iii-iv AD","2","300","400","Jew","LGPN_52074","Cilicia Tracheia","Seleukeia","","0","0"
"V5b-33230","5b","303","Μένανδρος","iii-iv AD","1","300","400","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
"V5b-33635","5b","1","Νισαῖος","byz.","1","311","999","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
"V5b-34236","5b","1","Σαμοῆς","byz.","1","311","999","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
"V5b-34237","5b","2","Σαμοῆς","byz.","1","311","999","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
"V5b-34238","5b","3","Σαμοῆς","byz.","1","311","999","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
"V5b-34239","5b","5","Σαμουήλ","byz.","1","311","999","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
"V5b-34451","5b","1","Σύμων","byz.","1","311","999","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
"V5b-34784","5b","70","Φίλιππος","byz.","1","311","999","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
"V5b-34787","5b","1","Φιλονόμιος","byz.","1","311","999","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
"V5b-34818","5b","1","Φώτιον","iii-iv AD","2","300","400","Jew","LGPN_52074","Cilicia Tracheia","Seleukeia","","0","0"
"V5b-34822","5b","1","Φωτίων","iii-iv AD","1","300","400","Jew","LGPN_52074","Cilicia Tracheia","Seleukeia","","0","0"
"V5b-35250","5b","190","Ἀλέξανδρος","imp.","1","-31","310","Jew","LGPN_50524","Lycia","Myra","","0","0"
"V5b-35251","5b","189","Ἀλέξανδρος","imp.","1","-31","310","Jew","LGPN_50524","Lycia","Myra","","0","0"
"V5b-35822","5b","723","Ἀπολλώνιος","imp.","1","-31","310","Jew","LGPN_50524","Lycia","Myra","","0","0"
"V5b-35823","5b","722","Ἀπολλώνιος","imp.","1","-31","310","Jew","LGPN_50524","Lycia","Myra","","0","0"
"V5b-36060","5b","26","Ἀριστόβουλος","imp.","1","-31","310","Jew","LGPN_50524","Lycia","Myra","","0","0"
"V5b-36061","5b","25","Ἀριστόβουλος","imp.","1","-31","310","Jew","LGPN_50524","Lycia","Myra","","0","0"
"V5b-36062","5b","24","Ἀριστόβουλος","imp.","1","-31","310","Jew","LGPN_50524","Lycia","Myra","","0","0"
"V5b-39399","5b","18","Θεοδόσιος","iv AD","1","300","400","Jew","LGPN_52144","Lycia","Myra (Andriake)","","0","0"
"V5b-39401","5b","13","Θεοδότη","iv AD","2","300","400","Jew","LGPN_52144","Lycia","Myra (Andriake)","","0","0"
"V5b-39908","5b","2","Ἰωσούας","iv AD","1","300","400","Jew","LGPN_52144","Lycia","Myra (Andriake)","","0","0"
"V5b-40803","5b","6","Μακεδόνιος","iv AD","1","300","400","Jew","LGPN_52144","Lycia","Myra (Andriake)","","0","0"
"V5b-42600","5b","12","Πρόκλα","iv AD","2","300","400","Jew","LGPN_52144","Lycia","Myra (Andriake)","","0","0"
"V5b-42816","5b","13","Ῥωμανός","iv AD","1","300","400","Jew","LGPN_52144","Lycia","Myra (Andriake)","","0","0"
"V5b-42830","5b","6","Σαμουήλ","iv AD","1","300","400","Jew","LGPN_52144","Lycia","Myra (Andriake)","","0","0"
"V5b-46076","5b","37","Εὔμηλος","imp.","1","-31","310","Jew","LGPN_51786","Pamphylia","Sillyon","","0","0"
"V5b-46342","5b","4","Ἰακώβ","a.375AD","1","375","425","Jew","LGPN_51780","Pamphylia","Side","","0","0"
"V5b-46343","5b","1","Ἰακώς","iii-iv AD","1","300","400","Jew","LGPN_51770","Pamphylia","","","0","0"
"V5b-47543","5b","7","Σαμουήλ","v-vi AD","1","500","600","Jew","LGPN_50380","Pamphylia","Perge","","0","0"
